funct,pronoun,ipron,social,humans,verb,auxverb,present,bio,ingest,leisure,adverb,nonfl,affect,posemo,cogmech,cause,ppron,they,future,discrep,certain,relativ,motion,tentat,excl,preps,space,article,inhib,time,conj,incl,negate,you,assent,i,number,shehe,quant,past,body,percept,feel,family,see,home,insight,negemo,filler,sad,achieve,hear,we,work,health,anx,anger,swear,money,death,relig,friend,sexual
0.5679012345679012,0.1193415637860082,0.0411522633744856,0.1111111111111111,0.0288065843621399,0.0905349794238683,0.0658436213991769,0.0617283950617283,0.0905349794238683,0.0246913580246913,0.0205761316872428,0.0329218106995884,0.0,0.0123456790123456,0.0123456790123456,0.0823045267489712,0.0,0.0781893004115226,0.0041152263374485,0.0041152263374485,0.0164609053497942,0.0,0.1275720164609053,0.0041152263374485,0.0164609053497942,0.0123456790123456,0.1358024691358024,0.1111111111111111,0.1563786008230452,0.0082304526748971,0.0246913580246913,0.037037037037037,0.0452674897119341,0.0,0.0,0.0082304526748971,0.0123456790123456,0.0246913580246913,0.0617283950617283,0.0082304526748971,0.0205761316872428,0.0658436213991769,0.0534979423868312,0.0411522633744856,0.0041152263374485,0.0041152263374485,0.0082304526748971,0.0082304526748971,0.0,0.0123456790123456,0.0,0.0,0.0082304526748971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
